filepath,pdf_base,voluntario,seq,bytes
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,8,153972
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,9,192727
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,9,192727
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,9,192727
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,10,157723
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,10,157723
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,10,157723
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,11,180981
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,11,180981
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,11,180981
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,12,159569
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,12,159569
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,12,159569
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,1,148495
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,1,148495
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,1,148495
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,2,105425
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,2,105425
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,2,105425
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,3,109776
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,3,109776
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,3,109776
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,4,100588
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,4,100588
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,4,100588
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,5,109644
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,5,109644
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,5,109644
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,6,135751
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,6,135751
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,6,135751
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,7,175626
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,7,175626
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,7,175626
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,8,138533
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,8,138533
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,8,138533
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,9,275642
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,9,275642
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,9,275642
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,10,214299
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,10,214299
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,10,214299
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,11,130802
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,11,130802
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,11,130802
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,12,179141
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,12,179141
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,12,179141
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_13.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,13,174985
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_13.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,13,174985
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_13.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,13,174985
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,1,123136
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,1,123136
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,1,123136
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,2,111447
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,2,111447
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,2,111447
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,3,109083
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,3,109083
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,3,109083
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,4,109636
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,4,109636
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,4,109636
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,5,143971
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,5,143971
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,5,143971
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,6,194788
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,6,194788
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,6,194788
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,7,103353
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,7,103353
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,7,103353
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,8,193152
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,8,193152
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,8,193152
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,9,228749
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,9,228749
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,9,228749
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,10,164531
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,10,164531
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,10,164531
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,11,153247
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,11,153247
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,11,153247
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,12,134531
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,12,134531
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,12,134531
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,1,123414
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,1,123414
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,1,123414
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,2,125432
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,2,125432
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,2,125432
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,3,227860
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,3,227860
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,3,227860
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,4,68093
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,4,68093
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,4,68093
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,5,123783
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,5,123783
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,5,123783
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,6,167796
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,6,167796
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,6,167796
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,7,192197
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,7,192197
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,7,192197
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,8,259035
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,8,259035
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,8,259035
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,9,202197
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,9,202197
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,9,202197
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,10,197264
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,10,197264
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,10,197264
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,11,139906
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,11,139906
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,11,139906
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,12,146689
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,12,146689
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario8_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,8,12,146689
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,1,169083
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,1,169083
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,1,169083
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,2,158394
